x,y,Nitrat,huek_250_he,buek_200_bodtyp,clc5_2018,gk_1000,humus_1000,hyraum_tr,Thuenen_2019,mundialis,NDVI
514585.9407,5447558.713,8.3625,469,32,3,24,12,6301,888,40,4961
581402.5505,5373344.072,34.42222222,495,15,12,579,5,6402,34,50,6102
534461.2577,5514650.836,3.87,467,2,3,612,7,6201,888,40,3028
397638.3427,5315792.17,0.533333333,267,14,16,24,7,3101,888,20,7527
397644.3026,5315783.17,16.18888889,267,14,16,24,7,3101,888,20,7527
416435.7824,5315260.299,11.8375,267,2,10,752,12,10101,888,10,7329
397546.5771,5272216.01,10.825,256,17,13,24,12,3103,110,20,7479
547035.9292,5287503.976,21.8375,321,14,16,98,8,4104,888,10,7887
394129.9443,5308859.613,20.86666667,267,17,17,999,11,3101,888,10,7688
543047.6582,5468211.418,29.45,537,34,16,604,7,6203,888,10,7881
408563.955,5318515.049,17.46,267,5,12,85,5,3101,999,20,8092
558689.2268,5437272.69,7.45,521,46,17,597,7,6301,888,10,8390
529043.5937,5285009.477,12.73333333,290,17,2,98,8,4101,888,10,4708
517877.4796,5378740.352,29.26,508,2,12,585,7,6302,888,20,6544
525413.2619,5322238.119,26.66666667,321,14,3,24,5,4104,888,40,5005
538917.086,5414147.062,0.85,521,32,3,597,7,6301,888,20,5753
514835.7276,5404978.788,17.13076923,521,22,10,597,13,6301,888,10,4797
409472.6352,5316088.035,10.75,267,2,16,85,8,3101,888,10,7241
396558.7069,5274454.296,20.68,256,17,13,520,12,3103,110,20,7651
394831.9271,5320888.129,13.65,267,42,2,791,7,3101,888,40,5184
458054.3707,5427213.997,22.175,263,32,16,24,12,3101,888,10,5939
461231.8194,5452421.651,11.35,263,2,3,85,8,3101,888,40,3599
434166.4747,5400728.87,45.22,267,14,12,24,8,3101,888,40,5728
448826.1824,5412694.015,11.475,263,15,16,33,12,3101,888,20,7901
510007.6206,5388223.449,64.975,508,2,15,585,5,6302,555,10,7027
484277.8938,5335473.562,13.38571429,505,17,15,579,7,6302,10,20,7225
481935.4324,5478854.398,10.59375,559,2,17,615,7,6201,888,10,8647
517883.1797,5411436.485,23.75555556,530,14,16,603,5,6203,888,10,6806
519118.5528,5414215.007,51.88888889,530,14,12,94,5,6301,888,40,6571
545810.6251,5469802.773,23.75,469,32,3,607,7,6203,888,40,5801
520114.7045,5444579.851,53.43333333,521,5,3,597,5,6301,555,10,6353
406331.8072,5345470.432,0.6,267,14,16,85,5,3101,888,10,8459
558562.3403,5425868.72,57.23333333,516,2,16,596,7,6301,888,10,8035
556506.0077,5307803.815,14.85,321,14,1,98,8,4104,888,20,4618
454084.1117,5433449.937,4.8,263,12,3,85,5,3101,888,40,7006
463020.4453,5430157.724,32.16,263,32,12,24,5,3101,888,50,6257
483412.8052,5430852.678,21.53333333,524,5,16,94,5,6203,555,20,7281
426931.7165,5329801.526,3.266666667,1068,32,15,752,8,10101,555,10,7705
395398.1276,5324601.659,28.45555556,267,42,12,24,5,3101,999,20,7176
512101.8889,5290250.687,0.5,287,14,1,999,8,4101,888,40,3713
412951.155,5380795.709,5.7,267,32,15,24,12,3101,555,20,5826
420189.401,5368720.153,13.08,267,14,16,24,12,3101,888,10,6638
460490.6038,5485581.821,0.5,263,5,3,24,13,3101,888,40,4166
463599.2221,5461738.166,8.6375,263,14,3,85,7,3101,888,40,4396
541354.0713,5449873.539,3.48,524,5,15,598,5,6301,555,20,7030
451094.0857,5368661.274,2.38125,557,3,17,612,8,6202,888,10,7780
474087.1126,5357515.114,19.56666667,530,32,3,602,7,6203,888,40,6744
524115.001,5397679.601,39.45,469,32,3,596,12,6301,888,40,3574
566819.7126,5456613.611,10.675,524,34,3,598,5,6301,888,20,6660
